x,y
-6.321740957053305e-08,4.386057399760411e-22
-5.903491048726882e-08,4.1609926054756615e-22
-5.5109368093085326e-08,3.8559078764743416e-22
-5.143967038732716e-08,3.4858300017333486e-22
-4.802338834133642e-08,3.126727526810712e-22
-4.485686562114271e-08,2.7394791670643187e-22
-4.193531113287348e-08,2.396353145694992e-22
-3.9252893589876176e-08,2.1396901981948684e-22
-3.6802837334262315e-08,1.976096865001062e-22
-3.457751868599719e-08,1.8931219862344033e-22
-3.256856214036395e-08,1.7896492388701044e-22
-3.0766935769243773e-08,1.6635593341882756e-22
-2.9163045235565963e-08,1.4807418481733788e-22
-2.774682587153559e-08,1.3215043669424985e-22
-2.650783232467039e-08,1.0822300927442423e-22
-2.5435325317013863e-08,7.663687934403531e-23
-2.4518355114878975e-08,3.674800038837412e-23
-2.3745841351552593e-08,-1.1379969294632789e-23
-2.310664889575197e-08,-5.636174524964575e-23
-2.2589659500447685e-08,-9.967265736409176e-23
-2.218383901380315e-08,-1.4120338437226048e-22
-2.1878299978433068e-08,-1.7478259201862295e-22
-2.1662359483509783e-08,-2.03813294686585e-22
-2.1525592178888494e-08,-2.279454560323011e-22
-2.145787839677015e-08,-2.483156170651789e-22
-2.1449447360925638e-08,-2.5980336213210405e-22
-2.149091549920215e-08,-2.7154537060988057e-22
-2.157331990864297e-08,-2.7765008727462264e-22
-2.1688147048437188e-08,-2.7806392865121003e-22
-2.1827356765866937e-08,-2.828332392962198e-22
-2.1983401783784353e-08,-2.7927884720125608e-22
-2.214924280045786e-08,-2.745691242150994e-22
-2.231835937471804e-08,-2.723281980541439e-22
1.1141718734413748e-05,-1.2003776748575794e-16
0.00028705810097972374,-1.2129083924617066e-13
0.0013488257145029946,-2.445352638307979e-12
0.003511746864592392,-1.3641805361148068e-11
0.006870844619506735,-4.294753313856398e-11
0.0114383756592883,-9.951981323703081e-11
0.017196628298455523,-1.9147127400996953e-10
0.024117347116913896,-3.257110075384513e-10
0.032168876610445894,-5.079885097342014e-10
0.0413187851827209,-7.429595418474773e-10
0.051534825609299846,-1.034241823407522e-09
0.06278528307308288,-1.3844627167713198e-09
0.07503909758695883,-1.7953044451921584e-09
0.08826590316404159,-2.2675502486905352e-09
0.10243603619572736,-2.801132923934981e-09
0.11752053245970397,-3.395186078626522e-09
0.13349111998679997,-4.048097897139022e-09
0.1503202104434022,-4.7575669980899535e-09
0.16798088996154367,-5.520659894476114e-09
0.18644690975645206,-6.3338695552165885e-09
0.20569267672029476,-7.193174568261149e-09
0.22569324412929392,-8.094098420446554e-09
0.24642430251297334,-9.031768441284086e-09
0.2678621706348454,-1.0000973998862252e-08
0.28998378650356355,-1.099622357902463e-08
0.3127666983867311,-1.2011800411073832e-08
0.3361890558630358,-1.3041816329418906e-08
0.3602296009463682,-1.408026358806304e-08
0.3848676592529159,-1.5121064384310724e-08
0.4100831311316169,-1.6158117890130065e-08
0.4358564826938915,-1.7185344625806985e-08
0.46216873673821707,-1.8196728038458386e-08
0.48900146360234475,-1.9186353167894603e-08
0.5163367719563576,-2.0148442311550545e-08
0.5441572995042171,-2.1077387631539618e-08
0.5724462035450111,-2.1967780678725427e-08
0.6011871513752061,-2.281443883198743e-08
0.6303643105557294,-2.3612428669895694e-08
0.6599623390799361,-2.4357086305726615e-08
0.6899663754601927,-2.5044034227673996e-08
0.720362028739232,-2.566920245634284e-08
0.7511353683151073,-2.622889059928716e-08
0.7822729137018635,-2.6719814422880124e-08
0.8137616242470632,-2.7139120672114348e-08
0.8455888887462071,-2.7484389486257228e-08
0.8777425150044801,-2.7753631147556617e-08
0.9102107195138271,-2.7945279628862955e-08
0.9429821171429302,-2.8058183871964986e-08
0.9760457108319227,-2.809159724123581e-08
1.009390881321587,-2.8045165406188585e-08
1.0430073769395267,-2.791891283581489e-08
1.076885303453172,-2.771322806647255e-08
1.1110151139946782,-2.7428847892453145e-08
1.1453875990685385,-2.7066840626817105e-08
1.1799938766603981,-2.6628588575082224e-08
1.2148253824661177,-2.6115769857502168e-08
1.2498738602531512,-2.5530339715969676e-08
1.285131352359264,-2.4874511434428606e-08
1.3205901903325146,-2.415073700000819e-08
1.3562429857203073,-2.3361687626571014e-08
1.3920826210183799,-2.2510234252395466e-08
1.4281022407889314,-2.159942811997375e-08
1.4642952429524292,-2.0632481538774398e-08
1.5006552702543638,-1.961274892528516e-08
1.5371762019086712,-1.8543708208565306e-08
1.5738521454219117,-1.742894268211185e-08
1.610677428603254,-1.6272123374219746e-08
1.6476465917636254,-1.5076992002295195e-08
1.6847543801047762,-1.384734456943505e-08
1.7219957362978344,-1.2587015656937314e-08
1.7593657932517421,-1.1299863457062164e-08
1.7968598670732516,-9.989755583453026e-09
1.8344734502198008,-8.660555751789859e-09
1.8722022048224185,-7.316111213275718e-09
1.9100419562361963,-5.960209018923484e-09
1.9479886868118468,-4.5965168273801965e-09
1.9860385298053902,-3.228557215998836e-09
2.0241877634856063,-1.8596969973834352e-09
2.0624328054370635,-4.931421751881773e-10
2.1007702070546266,8.680646582583641e-10
2.139196648226384,2.221045657163948e-09
2.1777089322025356,3.563088230040208e-09
2.2163039806483082,4.891644885348477e-09
2.2549788288791563,6.204332486512336e-09
2.2937306212760578,7.498930953986442e-09
2.3325566068804853,8.77338144133821e-09
2.371454135168762,1.0025784013846662e-08
2.4104206519890092,1.1254394856710996e-08
2.4494536956614033,1.2457623035259917e-08
2.4885508932427105,1.3634026834222361e-08
2.527709956952291,1.4782309823672347e-08
2.566928680780143,1.5901316007063917e-08
2.6062049372017055,1.6989990095075453e-08
2.6455366740240445,1.8047326282640158e-08
2.6849085448490517,1.8777115765830777e-08
2.7237642340966417,1.7825697096196423e-08
2.7615578762954,1.5798758205948964e-08
2.798204784831683,8.289010270616623e-09
2.833701072759177,-9.575191910031475e-09
2.868070815952476,-4.173976000684429e-08
2.9013472802693037,-9.11882701889024e-08
2.93356609444802,-1.6014991706824736e-07
2.964762812934758,-2.5028246964517065e-07
2.994972069624929,-3.6279834881494176e-07
3.024227297975801,-4.985495406045953e-07
3.052560660506103,-6.580877225980825e-07
3.080003067759615,-8.417100858966931e-07
3.1065842360456077,-1.0494967157953386e-06
3.132332751896974,-1.2813423252762554e-06
3.157276126650638,-1.5369833674334642e-06
3.181440841692147,-1.8160210751421245e-06
3.204852393085891,-2.1179412944941562e-06
3.2275353402063036,-2.442132144002794e-06
3.249513355032866,-2.7879000328566253e-06
3.2708092664399677,-3.154483852572623e-06
3.2914450979511676,-3.5410670084357756e-06
3.3114421019383222,-3.946787508426163e-06
3.3308207934319647,-4.3707468755214015e-06
3.349600983762083,-4.812018516465763e-06
3.3678018122373476,-5.269655515404016e-06
3.3854417747697023,-5.742697387187588e-06
3.4025387500676088,-6.230175578753227e-06
3.419110024526185,-6.731118093322271e-06
3.435172316098227,-7.2445538330916945e-06
3.4507417966884417,-7.769516887823297e-06
3.4659145100424316,-8.258741360944937e-06
3.481134983836091,-8.459933626671389e-06
3.4968832498217965,-8.091309563480265e-06
3.513355312795054,-7.033243685669746e-06
3.5306069817695866,-5.249252436210307e-06
3.5486429522938763,-2.7349182596220535e-06
3.5674495694624966,5.013414980768668e-07
3.5870068673528914,4.445533603285179e-06
3.6072929840658463,9.080834952812193e-06
3.6282857718574113,1.4388658515492154e-05
3.649963375554403,2.0349096934927415e-05
3.672304431775056,2.694113472962766e-05
3.6952881290717987,3.4142768069056835e-05
3.718894217365181,4.19310918597396e-05
3.7431029992859277,5.028237373907311e-05
3.7678953156206982,5.9172123098328245e-05
3.7932525292264163,6.85751585723899e-05
3.819156508825592,7.846567545588769e-05
3.8455896134729612,8.88173119177171e-05
3.8725346780218657,9.960321431207822e-05
3.8999749996362842,0.00011079610221438168
3.927894325327022,0.0001223683317034144
3.9562768402760913,0.00013429195832889604
3.985107156851017,0.00014653879367198115
4.014370304501602,0.0001590804658554812
4.0440517205749416,0.0001718884743915207
4.07413724177201,0.00018493424830158447
4.104613096130291,0.00019818919918872637
4.1354658954424774,0.00021162477624612968
4.166682627962106,0.00022521251782935936
4.198250651532602,0.00023892410123379075
4.230157687185932,0.0002527313807331733
4.262391812953568,0.00026660643208106024
4.294941457712016,0.0002805215928360891
4.327795395010227,0.00029444950372581005
4.360942737009212,0.00030836314490200666
4.394372928591643,0.00032223587080841684
4.428075741502236,0.0003360414293005752
4.462041268331129,0.00034975398853507233
4.496259916415152,0.0003633481678707893
4.530722401728645,0.00037679906468381335
4.565419742648225,0.0003900822748590983
4.600343253687903,0.0004031739110818069
4.6354845392394655,0.00041605061514866736
4.670835487191655,0.000428689571278483
4.706388262403383,0.00044106850684703036
4.742135300121551,0.0004531656995427331
4.778069299283306,0.00046495998684374917
4.814183215975419,0.00047643077156050544
4.850470256934568,0.00048755801835229204
4.8869238730201365,0.0004983222529615385
4.923537752645941,0.0005087045576280397
4.960305815173812,0.0005186865653451465
4.997222204414719,0.0005282504492850368
5.034281282196847,0.0005373789113392639
5.071477621874956,0.0005460551668223222
5.108806001952536,0.0005542629272931133
5.1462613997311095,0.0005619863811611659
5.18383898511315,0.000569210169691542
5.221534114411227,0.0005759193585721758
5.259342324208996,0.0005820994076278879
5.297259325364328,0.0005877361422642441
5.33528099706788,0.0005928157122930938
5.373403381040771,0.0005973245406144842
5.41162267585822,0.0006012492756400688
5.449935231364179,0.0006045767712610177
5.488337543143809,0.0006072940392668867
5.526826247088958,0.0006093881810329277
5.5653981142120665,0.000610846332846089
5.604050045486733,0.0006116555926093009
5.642779066741913,0.0006118029263935978
5.68157486890148,0.000611279555648056
5.7199274480594955,0.0006103875879503908
5.757248371543512,0.0006095011338667973
